global_idx,sentence,verb,theme,theme.pron,recipient,rec.pron,verb_lemma,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,babylm-default_ratio,babylm-balanced_ratio,loose-balanced_ratio,loose-default_ratio,removed_ratio,conti
22324,They give money to the society and pray for the monks there.,give,money,n,the society,n,give,VBP,1,they,IN,ADP,4,NN,NOUN,2,to,3,13,prep,alternating,They give the society money and pray for the monks there.,-0.8422636986,-0.4398488998,-0.4449515343,-0.1947488785,0.4325976371765136,1
11884,"Now, I realize this may be the first time a hologram has given an order to a Captain, but I'm ordering you to report to the hoIodeck-- now.",given,an order,n,a captain,n,give,VBN,13,a hologram,IN,ADP,17,NN,NOUN,14,to,16,32,dative,alternating,"Now, I realize this may be the first time a hologram has given a captain an order, but I'm ordering you to report to the hoIodeck-- now.",-0.3540976048,-0.05694961548,0.06235313416,-0.06299090385,0.1715867519378662,1
24792,UDPcast is a file transfer tool that can send data simultaneously to many destinations on a LAN.,send,data,n,many destinations on a lan,n,send,VB,8,that,IN,ADP,12,NNS,NOUN,9,to,11,18,prep,alternating,UDPcast is a file transfer tool that can send many destinations on a lan data simultaneously.,-0.9334483147,-1.12954855,-0.9621267319,-1.039613247,0.9319443702697754,0
16229,"- What, send her to her mom in France?",send,her,p,her mom in france,n,send,VB,3,,IN,ADP,6,PRP,PRON,4,to,5,11,prep,alternating,"- What, send her mom in france her?",-2.077709675,-1.390649319,-1.890688419,-1.850692749,1.305004596710205,1
15887,Then I bring them to the today show.,bring,them,p,the today show,n,bring,VBP,2,i,IN,ADP,5,PRP,PRON,3,to,4,9,prep,alternating,Then I bring the today show them.,-1.470051289,-0.5559492111,-0.706079483,-1.103130817,0.7811875343322754,1
21709,Commercial and military interactions with Europeans brought new Western influences to the Cilician Armenian society.,brought,new western influences,n,the cilician armenian society,n,bring,VBD,6,commercial and military interactions with europeans,IN,ADP,11,NNS,NOUN,7,to,10,16,prep,alternating,Commercial and military interactions with Europeans brought the cilician armenian society new Western influences.,-1.440124512,-0.9049158096,-0.9377903938,-0.9301328659,1.0549254417419434,1
13096,"Bormann, tell Himmler to send all cowards and traitors to the gallows!",send,all cowards and traitors,n,the gallows,n,send,VB,5,,IN,ADP,11,NNS,NOUN,6,to,10,14,prep,alternating,"Bormann, tell Himmler to send the gallows all cowards and traitors!",-1.152440071,-1.078245163,-0.9405245781,-1.465431213,0.715599536895752,1
12049,- I'll make dinner for you tonight.,make,dinner,n,you,p,make,VB,3,i,IN,ADP,6,NN,NOUN,4,for,5,9,dative,benefactive_alternating,- I'll make you dinner tonight.,0.1149945259,-0.09040880203,-0.06254982948,-0.1266765594,-0.0442140102386474,1
1365,A leading brewery in the Fox F M area has confirmed it's to offer financial help to pub managers faced with high Poll Tax bills.,offer,financial help,n,pub managers faced with high poll tax bills,n,offer,VB,14,,IN,ADP,18,NN,NOUN,15,to,17,27,dative,alternating,A leading brewery in the Fox F M area has confirmed it's to offer pub managers faced with high poll tax bills financial help.,-0.7440457344,-0.5928707123,-0.7532167435,-0.7638688087,0.4108228683471679,1
7923,"I dare not take the men to work this morning. """,take,the men,n,work,n,take,VB,3,i,IN,ADP,7,NNS,NOUN,4,to,6,12,prep,alternating,"I dare not take work the men this morning. """,-1.253113747,-0.9366984367,-1.087600231,-0.8012461662,1.1329035758972168,1
17942,- Give it to me.,Give,it,i,me,p,give,VB,1,,IN,ADP,4,PRP,PRON,2,to,3,6,prep,alternating,- Give me it.,-1.245601416,-0.7966389656,-0.6796400547,-0.925003767,0.4487974643707275,1
20909,"After building a successful business, Dodrill sold Dodrill Insurance to his sons in 1991.",sold,dodrill insurance,n,his sons,n,sell,VBD,7,dodrill,IN,ADP,11,NNP,PROPN,8,to,10,16,dative,alternating,"After building a successful business, Dodrill sold his sons Dodrill Insurance in 1991.",-0.4980106354,-0.1422023773,-0.2750124931,-0.105234623,0.0958213806152343,1
16952,Why did you bring this to me?,bring,this,i,me,p,bring,VB,3,you,IN,ADP,6,DT,PRON,4,to,5,8,dative,alternating,Why did you bring me this?,-0.6750605106,-0.1596486568,-0.1084666252,-0.2996602058,0.2622702121734619,1
15008,That friend brought the bag to my house last night so I could bring it to Melody.,bring,it,i,melody,n,bring,VB,13,i,IN,ADP,16,PRP,PRON,14,to,15,18,prep,alternating,That friend brought the bag to my house last night so I could bring melody it.,-0.5794055462,-0.5973258018,-0.4308080673,-0.8059315681,0.4497299194335937,1
22769,The intention of this meeting was to unify the different schools and to give the name and the form to the national martial art.,give,the name and the form,n,the national martial art,n,give,VB,13,,IN,ADP,20,NN,NOUN,14,to,19,25,dative,alternating,The intention of this meeting was to unify the different schools and to give the national martial art the name and the form.,-0.3486170769,-0.3152792454,-0.3258738518,-0.2913601398,0.1497344970703125,1
14740,"Murray you don't want to be faith leader, he'll give it to me.",give,it,i,me,p,give,VB,12,he,IN,ADP,15,PRP,PRON,13,to,14,17,prep,alternating,"Murray you don't want to be faith leader, he'll give me it.",-0.4484603405,-0.2855014801,-0.1741678715,-0.3596096039,0.1587677001953125,1
21145,He gave it to Kim Qui to give to him.,gave,it,i,kim qui,n,give,VBD,1,he,IN,ADP,4,PRP,PRON,2,to,3,11,dative,alternating,He gave kim qui it to give to him.,-1.852004528,-1.04592371,-0.8259558678,-1.480099678,0.5990505218505859,1
25303,"As usual, she takes her problem to Aakash.",takes,her problem,n,aakash,n,take,VBZ,4,she,IN,ADP,8,NN,NOUN,5,to,7,10,prep,alternating,"As usual, she takes aakash her problem.",-0.2657566071,-0.3968639374,-0.3591461182,-0.3490719795,-0.0138006210327148,1
4389,I trust that you will not show this note to anyone.,show,this note,n,anyone,n,show,VB,6,you,IN,ADP,10,NN,NOUN,7,to,9,12,dative,alternating,I trust that you will not show anyone this note.,-0.8893330097,-0.615776062,-0.9737901688,-1.018419027,0.6950170993804932,1
4535,"If I were to bring you to the most loathsome den, and show you the revelation of undisguised vice you should not blush.",bring,you,p,the most loathsome den,n,bring,VB,4,,IN,ADP,7,PRP,PRON,5,to,6,25,prep,alternating,"If I were to bring the most loathsome den you, and show you the revelation of undisguised vice you should not blush.",-0.8304224014,-0.4961423874,-0.3589348793,-0.6573653221,0.4951968193054199,1
15522,But we must take it for ourselves.,take,it,i,ourselves,n,take,VB,3,we,IN,ADP,6,PRP,PRON,4,for,5,8,dative,benefactive_po_only,But we must take ourselves it.,-1.44655323,-0.501760006,-0.8929371834,-0.8823261261,0.873603343963623,1
16932,"I noticed, as did everyone else, that you show the greatest respect to the Lady Anne of Cleves, even though she is now just a private person and worth no account.",show,the greatest respect,n,the lady anne of cleves,n,show,VBP,10,you,IN,ADP,15,NN,NOUN,11,to,14,35,dative,alternating,"I noticed, as did everyone else, that you show the lady anne of cleves the greatest respect, even though she is now just a private person and worth no account.",-0.3132908344,-0.2045435905,-0.171380043,-0.279409647,0.3262763023376465,1
7179,"On my return to Phthia my father will select a bride for me with whom, on his broad fields, I can live the life I have dreamed of. """,select,"a bride with whom , on his broad fields , i can live the life i have dreamed of",n,me,p,select,VB,8,my father,IN,ADP,12,NN,NOUN,9,for,11,32,dative,benefactive_po_only,"On my return to Phthia my father will select me a bride with whom, on his broad fields, I can live the life I have dreamed of. """,-0.1239631176,-0.1272237301,-0.1468427181,-0.1676051617,0.2525780200958252,0
7222,"Should the child be ailing she will return, and having placed rice and betel-nut on banana leaves she carries these to the top of the house and there offers them to the asuang, [136] meanwhile asking those spirits to accept the offering and to cease troubling the child.",carries,these,n,the top of the house,n,carry,VBZ,19,she,IN,ADP,22,DT,PRON,20,to,21,53,prep,alternating,"Should the child be ailing she will return, and having placed rice and betel-nut on banana leaves she carries the top of the house these and there offers them to the asuang, [136] meanwhile asking those spirits to accept the offering and to cease troubling the child.",-0.2903056145,-0.210477829,-0.3192310333,-0.4115505219,0.24969482421875,1
22776,"In 1887, Australian meteorologist Clement Wragge began giving women's names to tropical cyclones.",giving,women's names,n,tropical cyclones,n,give,VBG,8,,IN,ADP,13,NNS,NOUN,9,to,12,16,dative,alternating,"In 1887, Australian meteorologist Clement Wragge began giving tropical cyclones women's names.",-0.3613371849,-0.1390962601,-0.2413034439,-0.2490797043,0.2663526535034179,0
11719,- Say nothing to Agda!,Say,nothing,n,agda,n,say,VB,1,,IN,ADP,4,NN,PRON,2,to,3,6,prep,po_only,- Say agda nothing!,-1.669003963,-0.9664669037,-1.120927334,-0.7905988693,0.8838376998901367,1
416,if i give it to you will you go to bed.,give,it,i,you,p,give,VBP,2,i,IN,ADP,5,PRP,PRON,3,to,4,12,dative,alternating,if i give you it will you go to bed.,-0.4613335133,-0.1913101673,-0.5726425648,-0.7110488415,-0.1162524223327636,1
11105,"If Uncle Eusébio gave it to us, I can see why.",gave,it,i,us,p,give,VBD,3,uncle eusébio,IN,ADP,6,PRP,PRON,4,to,5,13,prep,alternating,"If Uncle Eusébio gave us it, I can see why.",-0.4796528816,-0.2264552116,-0.2486624718,-0.3995990753,0.3188071250915527,1
23237,It was an overnight sensation and announced the new artistic style and its creator to the citizens of Paris.,announced,the new artistic style and its creator,n,the citizens of paris,n,announce,VBD,6,,IN,ADP,15,NN,NOUN,7,to,14,20,prep,po_only,It was an overnight sensation and announced the citizens of paris the new artistic style and its creator.,-0.5190734863,-0.07059955597,-0.3985280991,-0.3947424889,0.5122814178466797,1
23819,"Using a competitive process that takes into account grades and performance on a writing exercise, the ""Savannah Law Review"" offers membership to student legal scholars at Savannah Law School.",offers,membership,n,student legal scholars at savannah law school,n,offer,VBZ,22,"the "" savannah law review """,IN,ADP,25,NN,NOUN,23,to,24,33,dative,alternating,"Using a competitive process that takes into account grades and performance on a writing exercise, the ""Savannah Law Review"" offers student legal scholars at savannah law school membership.",-0.3938055038,-0.4221487045,-0.3245968819,-0.2998175621,0.2566018104553222,1
12066,"Like I was told I sent an innocent man to prison, only I refuse to accept it?",sent,an innocent man,n,prison,n,send,VBD,5,i,IN,ADP,10,NN,NOUN,6,to,9,19,prep,alternating,"Like I was told I sent prison an innocent man, only I refuse to accept it?",-0.8070595264,-0.6960365772,-0.5484137535,-0.5952510834,0.596656322479248,1
16249,I can give it to you for the same size as a midsize.,give,it,i,you,p,give,VB,2,i,IN,ADP,5,PRP,PRON,3,to,4,14,dative,alternating,I can give you it for the same size as a midsize.,-0.4912192822,-0.3885586262,-0.2295591831,-0.3476169109,0.1818833351135254,1
20538,Most men would have reported me to the dean... or the police.,reported,me,p,the dean . . . or the police,n,report,VBN,4,most men,IN,ADP,7,PRP,PRON,5,to,6,16,prep,po_only,Most men would have reported the dean... or the police me.,-1.248565674,-1.017802715,-1.071568489,-1.234327316,0.6603169441223145,1
21718,"A fan in Cleveland, Ohio had sent a Geordie album to AC/DC after Bon Scott's death.",sent,a geordie album,n,ac / dc,n,send,VBN,7,"a fan in cleveland , ohio",IN,ADP,12,NN,NOUN,8,to,11,21,dative,alternating,"A fan in Cleveland, Ohio had sent ac / dc a Geordie album after Bon Scott's death.",-0.4210510254,-0.449775219,-0.606215477,-0.6496982574,0.5313425064086914,1
13331,Durrant reported you to the governor for violence.,reported,you,p,the governor,n,report,VBD,1,durrant,IN,ADP,4,PRP,PRON,2,to,3,9,prep,po_only,Durrant reported the governor you for violence.,-0.8510465622,-1.125452995,-1.342938423,-1.429601669,1.193709373474121,1
22134,"He assigned affairs of state to his grand vizier (chief minister) and son-in-law, Mehmed Sokullu.",assigned,affairs of state,n,"his grand vizier ( chief minister ) and son-in-law , mehmed sokullu",n,assign,VBD,1,he,IN,ADP,6,NNS,NOUN,2,to,5,19,prep,alternating,"He assigned his grand vizier ( chief minister ) and son-in-law, mehmed sokullu affairs of state.",-0.3242785931,-0.7850749493,-0.6227431297,-0.5874862671,0.4549787044525146,1
5888,"She had seen Lance standing near the door, and Lance had paid no attention to her, but had left an AJ man to claim the first two-step.",paid,no attention,n,her,p,pay,VBD,12,lance,IN,ADP,16,NN,NOUN,13,to,15,30,prep,alternating,"She had seen Lance standing near the door, and Lance had paid her no attention, but had left an AJ man to claim the first two-step.",-0.2621054649,-0.1852931976,-0.2563385963,-0.2806425095,0.2447743415832519,1
5191,"""This man's days upon earth are not yet completed: take him back before his body is buried, and let his spirit re-possess his body; but in the city of Sardana you will find another man of the same name: bring him to me. """,bring,him,p,me,p,bring,VB,45,,IN,ADP,48,PRP,PRON,46,to,47,51,dative,alternating,"""This man's days upon earth are not yet completed: take him back before his body is buried, and let his spirit re-possess his body; but in the city of Sardana you will find another man of the same name: bring me him. """,-0.2387418747,-0.1742582321,-0.1679430008,-0.2204284668,0.1320905685424804,1
3048,"Now I've got some tables in the car, and if you'd like me to fetch them during break, I'll, I'll leave them on the table for you.",leave,them,p,you,p,leave,VB,27,i,IN,ADP,33,PRP,PRON,28,for,32,35,dative,benefactive_alternating,"Now I've got some tables in the car, and if you'd like me to fetch them during break, I'll, I'll leave you them on the table.",-0.1054327488,-0.07883477211,-0.1101074219,-0.2053668499,0.1769869327545166,0
25089,"Landlords could choose to not rent apartments to certain minority groups, maintaining segregation.",rent,apartments,n,certain minority groups,n,rent,VB,5,,IN,ADP,8,NNS,NOUN,6,to,7,15,dative,alternating,"Landlords could choose to not rent certain minority groups apartments, maintaining segregation.",-0.8569068909,-0.6975784302,-0.8668088913,-0.7037067413,0.4596695899963379,1
18474,To teach your faith to all the Jews?,teach,your faith,n,all the jews,n,teach,VB,1,,IN,ADP,5,NN,NOUN,2,to,4,9,dative,alternating,To teach all the jews your faith?,-0.3486866951,-0.4628481865,-0.345138073,-0.1256933212,0.5264549255371094,1
21338,The crowd gave a standing ovation to Saeed Anwar after scoring the highest ever ODI score of 194 against India in 1997.,gave,a standing ovation,n,saeed anwar,n,give,VBD,2,the crowd,IN,ADP,7,NN,NOUN,3,to,6,23,dative,alternating,The crowd gave saeed anwar a standing ovation after scoring the highest ever ODI score of 194 against India in 1997.,-0.4398212433,-0.166967392,-0.05027866364,-0.1116304398,0.3058061599731445,1
4003,"It was not his first train ride, for Mrs. Elwell had once taken him to Belltown to get an aching tooth extracted, but it was certainly his first under such exhilarating circumstances, and he meant to enjoy it.",taken,him,p,belltown,n,take,VBN,13,mrs. elwell,IN,ADP,16,PRP,PRON,14,to,15,42,prep,alternating,"It was not his first train ride, for Mrs. Elwell had once taken belltown him to get an aching tooth extracted, but it was certainly his first under such exhilarating circumstances, and he meant to enjoy it.",-0.3092670441,-0.1893727779,-0.2457146645,-0.2746100426,0.0622782707214355,1
18470,"Take them to the watering holes, outside the walls?",Take,them,p,"the watering holes , outside the walls",n,take,VB,0,,IN,ADP,3,PRP,PRON,1,to,2,11,prep,alternating,"Take the watering holes, outside the walls them?",-1.540239334,-1.22731638,-0.9960627556,-1.325267315,0.9350934028625488,1
24637,This message offered a portent to the gathering members of SDS.,offered,a portent,n,the gathering members of sds,n,offer,VBD,2,this message,IN,ADP,6,NN,NOUN,3,to,5,12,dative,alternating,This message offered the gathering members of sds a portent.,-1.173327446,-1.061845779,-0.7885975838,-0.9937210083,0.9156284332275392,1
197,want me to read it to you.,read,it,i,you,p,read,VB,3,me,IN,ADP,6,PRP,PRON,4,to,5,8,dative,alternating,want me to read you it.,-1.471987963,-0.5035872459,-0.561511755,-0.8479254246,0.6669836044311523,1
22048,"They worked overtime producing 30, 000 copies a week and got bigger trucks to bring the books to the warehouses.",bring,the books,n,the warehouses,n,bring,VB,15,,IN,ADP,19,NNS,NOUN,16,to,18,22,prep,alternating,"They worked overtime producing 30, 000 copies a week and got bigger trucks to bring the warehouses the books.",-0.6148791313,-0.3195357323,-0.3474802971,-0.6750483513,0.2603445053100586,1
307,want me to give it to you?,give,it,i,you,p,give,VB,3,me,IN,ADP,6,PRP,PRON,4,to,5,8,prep,alternating,want me to give you it?,-0.9670042992,-0.5358376503,-0.6343364716,-1.066174746,0.1738896369934082,1
14542,I will be sure to mention that to him.,mention,that,i,him,p,mention,VB,5,,IN,ADP,8,DT,PRON,6,to,7,10,prep,po_only,I will be sure to mention him that.,-1.012539148,-0.9012138844,-0.729372263,-1.157131672,0.6271862983703613,1
24197,"One day, when his marriage to Jayshree (Shilpa Shirodkar) is planned, he decides to make his brother take his place, so Harshvardhan and his Diwan go to Mumbai where Harshvardhan meets Bharati (Divya Bharti) and instantly falls in love and thus becomes the enemy of Jack (Gulshan Grover) who plans on getting Bharati for himself and marry her.",getting,bharati,n,himself,p,get,VBG,60,,IN,ADP,63,NNP,PROPN,61,for,62,68,dative,benefactive_alternating,"One day, when his marriage to Jayshree (Shilpa Shirodkar) is planned, he decides to make his brother take his place, so Harshvardhan and his Diwan go to Mumbai where Harshvardhan meets Bharati (Divya Bharti) and instantly falls in love and thus becomes the enemy of Jack (Gulshan Grover) who plans on getting himself Bharati and marry her.",-0.02866244316,-0.04562902451,-0.09073138237,-0.06612110138,-0.0169405937194824,1
16230,I'II drive you to the airport.,drive,you,p,the airport,n,drive,VB,1,i'ii,IN,ADP,4,PRP,PRON,2,to,3,7,prep,alternating,I'II drive the airport you.,-2.83582139,-1.276895046,-1.66082859,-2.673374414,1.5609588623046875,1
13693,You're not going to give the account to me.,give,the account,n,me,p,give,VB,5,,IN,ADP,9,NN,NOUN,6,to,8,11,prep,alternating,You're not going to give me the account.,-0.11906147,0.05658268929,-0.06020069122,0.2537360191,-0.0553736686706543,1
7125,"While they were talking together, the demon god appeared, and, after fruitless wooing, announced that if Sita did not yield herself to him in two months he would have her guards ""mince her limbs with steel"" for his morning repast.",yield,herself,p,him,p,yield,VB,23,sita,IN,ADP,26,PRP,PRON,24,to,25,47,prep,alternating,"While they were talking together, the demon god appeared, and, after fruitless wooing, announced that if Sita did not yield him herself in two months he would have her guards ""mince her limbs with steel"" for his morning repast.",-0.2238497734,-0.2642798424,-0.2628598213,-0.3333749771,0.1487631797790527,1
14335,Shall he bring it to you?,bring,it,i,you,p,bring,VB,2,he,IN,ADP,5,PRP,PRON,3,to,4,7,dative,alternating,Shall he bring you it?,-1.664930105,-0.5966310501,-0.5918633938,-1.460957289,0.8968610763549805,1
21307,"Kim wrote scripts to many of his former assistant directors including Juhn Jai-hong (""Beautiful"" and ""Poongsan"") and Jang Hoon (""Rough Cut"").",wrote,scripts,n,"many of his former assistant directors including juhn jai-hong ( "" beautiful "" and "" poongsan "" ) and jang hoon ( "" rough cut "" )",n,write,VBD,1,kim,IN,ADP,4,NNS,NOUN,2,to,3,32,prep,alternating,"Kim wrote many of his former assistant directors including juhn jai-hong ( "" beautiful "" and "" poongsan "" ) and jang hoon ( "" rough cut "" ) scripts.",0.0787858963,-0.1628680229,-0.0907702446,0.02913761139,-0.4400887489318847,1
580,you have to read it to me okay?,read,it,i,me,p,read,VB,3,,IN,ADP,6,PRP,PRON,4,to,5,9,prep,alternating,you have to read me it okay?,-0.8645789623,-0.7121939659,-0.5001170635,-0.9671695232,0.5397815704345703,1
6025,"The Housekeeper, with a new attack of hysterics, protested that she had not dared to interfere, though she had a key, nor could she give it to a policeman without my authority--she knew her duty.",give,it,i,a policeman,n,give,VB,28,she,IN,ADP,31,PRP,PRON,29,to,30,40,dative,alternating,"The Housekeeper, with a new attack of hysterics, protested that she had not dared to interfere, though she had a key, nor could she give a policeman it without my authority--she knew her duty.",-0.2334680557,-0.1994211674,-0.2149424553,-0.2915835381,0.2405714988708496,1
16560,"""To give light to them that sit in darkness...",give,light,n,them that sit in darkness,n,give,VB,2,,IN,ADP,5,NN,NOUN,3,to,4,13,dative,alternating,"""To give them that sit in darkness light...",-1.785868168,-1.786185741,-1.234606266,-1.620412827,0.5581755638122559,1
25169,These seven saints were Celtic monks from Britain from around the 5th or 6th century who brought Christianity to Armorica and founded its first bishoprics.,brought,christianity,n,armorica,n,bring,VBD,16,who,IN,ADP,19,NNP,PROPN,17,to,18,26,prep,alternating,These seven saints were Celtic monks from Britain from around the 5th or 6th century who brought armorica Christianity and founded its first bishoprics.,-0.2123651505,-0.1306128502,-0.1180930138,-0.1615562439,0.0187983512878417,1
24801,Manny then assigns Buffy to a double shift because of the reduction of employees.,assigns,buffy,n,a double shift,n,assign,VBZ,2,manny,IN,ADP,5,NNP,PROPN,3,to,4,15,prep,alternating,Manny then assigns a double shift Buffy because of the reduction of employees.,-0.6444091797,-0.7405381203,-0.2536716461,-0.8061509132,0.4602651596069336,1
24080,"He has also donated 15, 000 square meters of land to the Ministry of Education in Damavand County, Tehran.",donated,"15 , 000 square meters of land",n,"the ministry of education in damavand county , tehran",n,donate,VBN,3,he,IN,ADP,12,NNS,NOUN,4,to,11,22,prep,po_only,"He has also donated the ministry of education in damavand county, tehran 15, 000 square meters of land.",-0.7778675556,-0.9122140408,-0.6869802475,-0.7256815434,0.8136751651763916,1
16841,he remembered a day when he was young and sat by the river with his father and the perfection of the world as it was simply gave itself to him.,gave,itself,p,him,p,give,VBD,26,the perfection of the world as it was,IN,ADP,29,PRP,PRON,27,to,28,31,prep,alternating,he remembered a day when he was young and sat by the river with his father and the perfection of the world as it was simply gave him itself.,-0.1446936131,-0.1926510334,-0.1280691624,-0.349779129,0.2054712772369384,1
16817,To bring this whole shed thing to an end?,bring,this whole shed thing,n,an end,n,bring,VB,1,,IN,ADP,7,NN,NOUN,2,to,6,10,prep,alternating,To bring an end this whole shed thing?,-1.869065285,-0.5619764328,-0.5490889549,-1.475822926,0.7997584342956543,1
14620,"- We can try, but you must promise me that you won't ever send me to a place like that...",send,me,p,a place like that,n,send,VB,15,you,IN,ADP,18,PRP,PRON,16,to,17,25,prep,alternating,"- We can try, but you must promise me that you won't ever send a place like that me...",-0.7134845257,-0.5506389141,-0.580634594,-0.7367806435,0.5216941833496094,1
6720,The programme does not explain that this screen panel is transparent from behind and that an accomplice with a strong magnifying lens reads every move made by Svengali and repeats his signals to the pretty girl at the piano and the impersonator at the cabinet.,repeats,his signals,n,the pretty girl at the piano and the impersonator at the cabinet,n,repeat,VBZ,29,,IN,ADP,33,NNS,NOUN,30,to,32,46,prep,po_only,The programme does not explain that this screen panel is transparent from behind and that an accomplice with a strong magnifying lens reads every move made by Svengali and repeats the pretty girl at the piano and the impersonator at the cabinet his signals.,-0.4500360489,-0.3678822517,-0.3947973251,-0.4170441628,0.3046293258666992,1
24254,CASA provided comprehensive training and planning in civil affairs administration to officers coming from six schools of military government established at various universities throughout the United States.,provided,comprehensive training and planning in civil affairs administration,n,officers coming from six schools of military government established at various universities throughout the united states,n,provide,VBD,1,casa,IN,ADP,11,NN,NOUN,2,to,10,28,dative,po_only,CASA provided officers coming from six schools of military government established at various universities throughout the united states comprehensive training and planning in civil affairs administration.,-0.8301825523,-0.4349284172,-0.5387301445,-0.3117103577,0.2540740966796875,1
22656,"In 1978, Denmark granted home rule to Greenland, making it an equal member of the Danish Kingdom.",granted,home rule,n,greenland,n,grant,VBD,4,denmark,IN,ADP,8,NN,NOUN,5,to,7,20,dative,alternating,"In 1978, Denmark granted greenland home rule, making it an equal member of the Danish Kingdom.",-0.1888954639,-0.2091178894,-0.5205693245,-0.2494726181,0.1724257469177246,1
12179,So I'm giving control of the company to a man of experience...,giving,control of the company,n,a man of experience,n,give,VBG,3,i,IN,ADP,9,NN,NOUN,4,to,8,16,dative,alternating,So I'm giving a man of experience control of the company...,-0.8144664764,-0.3540585041,-0.4307956696,-0.8878593445,0.4593372344970703,1
7628,"Promise it to me, White Man, and you shall take the girl if I can give her to you. ”",Promise,it,i,me,p,promise,VB,0,,IN,ADP,3,PRP,PRON,1,to,2,23,dative,alternating,"Promise me it, White Man, and you shall take the girl if I can give her to you. ”",-0.00753235817,-0.01215529442,-0.2565393448,-0.2339010239,0.0645484924316406,1
11123,"¤ Get out of here, I'm going to give it to you, and you understood that I'll hit you.",give,it,i,you,p,give,VB,10,,IN,ADP,13,PRP,PRON,11,to,12,24,dative,alternating,"¤ Get out of here, I'm going to give you it, and you understood that I'll hit you.",-0.3726928234,-0.1855089664,-0.1710603237,-0.3442907333,0.1214215755462646,1
7726,"Then they gave the blue ribbon to the Twins, and Eileen tied it on Diddy's other ear!",gave,the blue ribbon,n,the twins,n,give,VBD,2,they,IN,ADP,7,NN,NOUN,3,to,6,20,dative,alternating,"Then they gave the twins the blue ribbon, and Eileen tied it on Diddy's other ear!",-0.2690215111,-0.1213707924,-0.06814670563,-0.1406598091,0.1633563041687011,1
17304,I assume you're keeping that for yourself.,keeping,that,i,yourself,p,keep,VBG,4,you,IN,ADP,7,DT,PRON,5,for,6,9,dative,benefactive_alternating,I assume you're keeping yourself that.,-1.261592388,-1.436886787,-1.314973593,-1.812088966,0.5853450298309326,1
7681,"He brought his feet to the floor with a thump, and sat up straight in his chair.",brought,his feet,n,the floor,n,bring,VBD,1,he,IN,ADP,5,NNS,NOUN,2,to,4,19,prep,alternating,"He brought the floor his feet with a thump, and sat up straight in his chair.",-0.8912360668,-0.3050692081,-0.5173213482,-0.9159243107,0.5762383937835693,1
23500,"In order to maintain the morale of the Cossacks, the Tsar has promised to give the hand of his daughter, the Grand Duchess, to a Cossack, who would bring him the head of Napoleon.",give,"the hand of his daughter , the grand duchess ,",n,"a cossack , who would bring him the head of napoleon",n,give,VB,15,,IN,ADP,27,NN,NOUN,16,to,26,39,prep,alternating,"In order to maintain the morale of the Cossacks, the Tsar has promised to give a cossack, who would bring him the head of napoleon the hand of his daughter, the Grand Duchess,.",-0.4251995087,-0.5081448555,-0.5987350941,-0.404374361,0.254328966140747,1
9055,"In a flash of insight she had told Charlie that Walter had sent her to him with the threat of divorce as the alternative to her accompanying him to the stricken city in order that she might see for herself how indifferent, cowardly and selfish he was.",sent,her,p,him,p,send,VBN,12,walter,IN,ADP,15,PRP,PRON,13,to,14,49,dative,alternating,"In a flash of insight she had told Charlie that Walter had sent him her with the threat of divorce as the alternative to her accompanying him to the stricken city in order that she might see for herself how indifferent, cowardly and selfish he was.",-0.2272086143,-0.2225470543,-0.1634140015,-0.169397831,0.1571016311645507,1
9253,To cock it and bring the sights to a level with his eye was but the work of a moment.,bring,the sights,n,a level with his eye,n,bring,VB,4,,IN,ADP,8,NNS,NOUN,5,to,7,21,prep,alternating,To cock it and bring a level with his eye the sights was but the work of a moment.,-0.3178858757,-0.2749872208,-0.4598531723,-0.5261368752,0.685699462890625,1
6734,"This society owes its foundation to two practising physicians of New York, Dr. W. Golden Mortimer, an ex-conjurer, and Dr. Saram R. Ellison, the collector of magic literature.",owes,its foundation,n,"two practising physicians of new york , dr. w. golden mortimer , an ex-conjurer , and dr. saram r. ellison , the collector of magic literature",n,owe,VBZ,2,this society,IN,ADP,6,NN,NOUN,3,to,5,33,prep,alternating,"This society owes two practising physicians of new york, dr. w. golden mortimer, an ex-conjurer, and dr. saram r. ellison, the collector of magic literature its foundation ",-0.6843333244,-0.4837656021,-0.6370954514,-0.6434254646,0.4368510246276855,1
4960,"Of course the Mimic King and Queen were free to lead their hordes in attacks on people of other lands, and you may wonder why they didn't forget all about Oz and content themselves with bringing misery to other countries.",bringing,misery,n,other countries,n,bring,VBG,37,,IN,ADP,40,NN,NOUN,38,to,39,43,dative,alternating,"Of course the Mimic King and Queen were free to lead their hordes in attacks on people of other lands, and you may wonder why they didn't forget all about Oz and content themselves with bringing other countries misery.",-0.4017248154,-0.2466483116,-0.1917037964,-0.224190712,0.2677211761474609,1
22718,"In the room there is a place with fire, many chairs and tables, and two pair of stairs which take the girls and boys to their sleeping rooms.",take,the girls and boys,n,their sleeping rooms,n,take,VBP,21,which,IN,ADP,27,NNS,NOUN,22,to,26,31,prep,alternating,"In the room there is a place with fire, many chairs and tables, and two pair of stairs which take their sleeping rooms the girls and boys.",-0.3992028236,-0.1272990704,-0.257860899,-0.5305321217,0.4188287258148193,1
